StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q13,Q5,Q6,Q14_First Click,Q14_Last Click,Q14_Page Submit,Q14_Click Count,Q15,1_Q16_First Click,1_Q16_Last Click,1_Q16_Page Submit,1_Q16_Click Count,1_Q10_1,2_Q16_First Click,2_Q16_Last Click,2_Q16_Page Submit,2_Q16_Click Count,2_Q10_1,3_Q16_First Click,3_Q16_Last Click,3_Q16_Page Submit,3_Q16_Click Count,3_Q10_1,4_Q16_First Click,4_Q16_Last Click,4_Q16_Page Submit,4_Q16_Click Count,4_Q10_1,5_Q16_First Click,5_Q16_Last Click,5_Q16_Page Submit,5_Q16_Click Count,5_Q10_1,6_Q16_First Click,6_Q16_Last Click,6_Q16_Page Submit,6_Q16_Click Count,6_Q10_1,7_Q16_First Click,7_Q16_Last Click,7_Q16_Page Submit,7_Q16_Click Count,7_Q10_1,8_Q16_First Click,8_Q16_Last Click,8_Q16_Page Submit,8_Q16_Click Count,8_Q10_1,9_Q16_First Click,9_Q16_Last Click,9_Q16_Page Submit,9_Q16_Click Count,9_Q10_1,10_Q16_First Click,10_Q16_Last Click,10_Q16_Page Submit,10_Q16_Click Count,10_Q10_1,11_Q16_First Click,11_Q16_Last Click,11_Q16_Page Submit,11_Q16_Click Count,11_Q10_1,12_Q16_First Click,12_Q16_Last Click,12_Q16_Page Submit,12_Q16_Click Count,12_Q10_1,13_Q16_First Click,13_Q16_Last Click,13_Q16_Page Submit,13_Q16_Click Count,13_Q10_1,14_Q16_First Click,14_Q16_Last Click,14_Q16_Page Submit,14_Q16_Click Count,14_Q10_1,15_Q16_First Click,15_Q16_Last Click,15_Q16_Page Submit,15_Q16_Click Count,15_Q10_1,PROLIFIC_PID
2019-02-23 19:25:41,2019-02-23 19:29:46,IP Address,79.64.93.147,100,244,True,2019-02-23 19:29:47,R_1reQ9MsARRePMBt,,,,,54.0684051513671875,-2.8610992431640625,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,599973b4336b6b000159e62d,21,Male,147.328,157.406,158.454,2,No,1.986,2.356,3.113,2,35,1.132,1.132,1.682,1,11,0.763,0.763,1.301,1,-24,0.464,0.464,0.984,1,-11,0.2,0.2,0.897,1,-8,0.452,0.957,2.771,2,-8,0.187,1.687,2.447,2,-9,1.576,2.044,3.158,2,-8,0.984,1.851,2.567,3,52,1.104,1.104,1.852,1,12,0.575,0.575,1.176,1,-20,0.569,1.391,2.215,2,-21,1.266,1.266,1.718,1,-31,0.323,1.203,1.741,2,16,0.3,1.999,2.8,3,30,599973b4336b6b000159e62d
2019-02-23 19:27:27,2019-02-23 19:29:57,IP Address,90.212.64.13,100,150,True,2019-02-23 19:29:58,R_1eqlCjoLNIJS2c0,,,,,50.19830322265625,-5.30279541015625,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5be34c3b24f70e00018af804,21,Female,4.066,10.121,21.595,3,No,2.354,2.354,3.392,1,61,1.785,1.785,3.284,1,16,1.956,1.956,18.351,1,46,1.78,3.33,4.52,4,37,2.117,2.117,3.738,1,30,5.318,5.318,6.911,1,15,2.458,6.741,7.128,5,85,1.681,1.681,2.562,1,67,1.968,3.953,4.444,4,83,1.544,1.544,2.79,1,-22,2.42,2.42,3.372,1,57,2.934,2.934,4.55,1,66,3,3,4.27,1,-32,2.552,2.552,3.87,1,-66,2.832,2.832,3.735,1,-18,5be34c3b24f70e00018af804
2019-02-23 19:29:20,2019-02-23 19:30:33,IP Address,165.120.212.228,100,73,True,2019-02-23 19:30:34,R_1GKcD5usqyFtiJ0,,,,,51.4167022705078125,-0.11669921875,anonymous,EN,I consent to participate.,Yes,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a63ef1d35f26b0001492792
2019-02-23 19:30:41,2019-02-23 19:32:34,IP Address,82.30.229.121,100,113,True,2019-02-23 19:32:35,R_30kGT2ih25PH6MC,,,,,51.763397216796875,-0.2241973876953125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c05b5280b3b430001633fa5,20,Male,20.1,20.1,21.192,1,No,1.155,1.74,2.384,3,-75,8.646,8.646,10.047,1,-88,1.39,2.579,2.998,2,-32,1.13,4.444,7.079,4,-29,2.381,3.152,3.855,3,71,0.945,1.533,2.152,3,74,1.52,1.52,2.423,1,51,0.922,1.357,1.892,3,49,1.71,1.71,2.402,1,-98,3.195,3.195,3.755,1,-40,0.974,2.071,2.667,3,53,0.829,1.365,1.927,3,38,1.721,2.243,2.9,3,-89,4.009,4.009,4.819,1,1,1.518,3.557,4.144,4,-23,5c05b5280b3b430001633fa5
2019-02-23 19:29:39,2019-02-23 19:32:48,IP Address,31.52.150.168,100,188,True,2019-02-23 19:32:48,R_2R2N8ryMFMCJKks,,,,,51.5531005859375,-0.30230712890625,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5bdcc1bc2562330001b8f7b3,23,Male,5.117,41.68,42.332,21,No,0.508,1.945,2.374,3,-100,0.481,3.094,3.562,4,-44,0.433,2.082,2.635,3,-51,0.393,1.832,2.333,3,-58,0.375,1.764,3.048,3,71,0.454,2.206,2.719,3,0,0.657,4.071,4.586,4,38,0.388,5.099,5.549,5,-70,1.367,3.87,4.312,5,-39,1.147,4.118,4.598,4,-65,0.453,2.792,3.299,6,0,0.443,2.99,3.426,5,-73,0.421,4.237,4.658,6,-48,0.507,6.928,7.457,4,49,1.808,5.856,6.386,5,21,5bdcc1bc2562330001b8f7b3
2019-02-23 19:30:56,2019-02-23 19:33:12,IP Address,165.120.212.228,100,136,True,2019-02-23 19:33:13,R_2V3C26TGu4Wsh9u,,,,,51.4167022705078125,-0.11669921875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5a63ef1d35f26b0001492792,23,Female,25.587,25.587,30.683,1,No,2.7,2.7,3.656,1,-23,5.811,5.811,6.968,1,81,1.944,1.944,3.23,1,58,1.709,1.709,3.254,1,14,3.91,3.91,4.834,1,100,1.897,1.897,3.503,1,100,2.186,2.186,3.44,1,62,2.054,2.054,3.389,1,35,5.219,5.219,6.85,1,95,3.011,5.171,6.155,3,-35,2.724,2.724,3.752,1,59,2.099,2.099,3.404,1,42,2.932,2.932,4.801,1,-9,2.136,2.136,3.428,1,42,2.806,2.806,5.12,1,13,5a63ef1d35f26b0001492792
2019-02-23 19:30:46,2019-02-23 19:33:18,IP Address,212.139.197.3,100,151,True,2019-02-23 19:33:18,R_Azf6pasuaIiY9kB,,,,,51.184600830078125,-0.6172943115234375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5b9fe3ba299d180001c00a67,18,Male,3.544,8.48,43.793,3,No,1.867,2.507,3.294,3,-88,3.178,5.019,5.908,4,-28,1.941,4.628,5.511,3,-46,2.486,2.486,3.648,1,-89,2.447,2.904,3.947,2,17,2.879,2.879,4.709,1,59,1.359,3.643,4.3,5,20,1.16,1.577,2.715,2,22,1.539,1.539,2.22,1,-70,2.663,2.663,3.358,1,-38,2.116,2.669,3.223,2,59,2.714,3.066,3.869,2,9,4.432,4.432,8.334,1,-63,4.334,4.334,5.127,1,66,2.43,2.43,3.192,1,29,5b9fe3ba299d180001c00a67
2019-02-23 19:33:14,2019-02-23 19:33:51,IP Address,82.132.221.39,100,36,True,2019-02-23 19:33:53,R_tWomHU6Apherx2V,,,,,51.49639892578125,-0.122406005859375,anonymous,EN,I consent to participate.,Yes,Yes,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b66204382c4fa0001eabacf
2019-02-23 19:30:26,2019-02-23 19:33:52,IP Address,5.70.16.33,100,206,True,2019-02-23 19:33:53,R_tYXaRW8OHL3vY1r,,,,,51.4770050048828125,-0.1959075927734375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c518a71172b6c000177c11d,23,Female,43.44,43.44,45.625,1,Yes,2.864,2.864,3.821,1,-27,2.524,3.309,4.316,2,-80,2.083,3.23,4.062,2,12,2.287,3.923,5.062,2,-16,2.598,2.598,3.468,1,30,2.71,2.71,5.112,1,21,2.098,2.098,3.099,1,21,1.53,1.53,2.463,1,12,1.947,3.077,4.317,2,-2,2.414,3.881,4.782,2,-37,1.709,1.709,2.69,1,39,1.915,1.915,3.169,1,36,2.654,2.654,3.813,1,-23,1.875,1.875,3.011,1,65,1.903,1.903,3.182,1,23,5c518a71172b6c000177c11d
2019-02-23 19:31:24,2019-02-23 19:34:10,IP Address,5.68.93.155,100,165,True,2019-02-23 19:34:10,R_1guA7nEsJPFAXFK,,,,,53.4904022216796875,-0.1121978759765625,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,56630bd7cf55d700121d676f,23,Female,20.291,25.612,26.572,3,Yes,2.537,8.07,8.944,3,9,5.454,10.089,10.967,4,0,1.346,6.338,7.601,3,-12,0.547,2.465,3.339,2,-19,0.595,1.723,2.696,2,15,3.005,6.248,7.601,3,18,1.77,5.9,6.798,4,29,0.926,4.031,4.802,3,32,1.659,4.194,5.215,3,28,1.489,4.629,5.448,3,25,2.281,5.744,6.715,4,-47,0.971,3.419,4.541,3,-50,0.963,2.71,3.4,2,29,0.564,3.606,4.384,2,-18,1.128,6.422,7.311,3,23,56630bd7cf55d700121d676f
2019-02-23 19:33:30,2019-02-23 19:34:15,IP Address,86.150.167.75,100,44,True,2019-02-23 19:34:15,R_2OOsTq31rEIL9km,,,,,52.20379638671875,-2.189697265625,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c578b57e66e510001eec4c6
2019-02-23 19:29:55,2019-02-23 19:35:25,IP Address,89.23.224.35,100,330,True,2019-02-23 19:35:26,R_3JKMxodcmhLOLAj,,,,,55.6786041259765625,12.55889892578125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c45f6d6be697900010f4349,20,Female,66.747,66.747,67.469,1,No,2.255,4.015,5.306,3,-55,1.227,1.227,2.077,1,-44,1.977,1.977,2.364,1,86,1.353,1.353,2.24,1,40,2.194,2.194,3.029,1,92,1.764,1.764,2.441,1,89,3.021,3.021,4.44,1,66,2.902,2.902,3.878,1,22,1.605,1.605,2.577,1,-74,2.456,2.456,3.406,1,-66,3.12,3.12,4.66,1,42,2.152,2.152,3.249,1,19,1.669,1.669,2.087,1,71,1.481,1.481,125.663,1,77,1.359,3.256,3.816,2,5,5c45f6d6be697900010f4349
2019-02-23 19:31:59,2019-02-23 19:35:31,IP Address,143.159.255.119,100,211,True,2019-02-23 19:35:31,R_yTHkjDWfHQNEoH7,,,,,53.079193115234375,-2.140106201171875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c6d67f4a9317a00011fe203,23,Female,0.929,50.303,50.9,11,No,0.648,1.762,2.156,4,-94,0.75,3.854,4.449,10,-87,0.418,2.908,3.443,5,84,0.831,3.713,4.354,6,38,0.588,1.92,2.39,4,100,0.63,2.003,2.743,4,75,0.592,2.692,3.063,6,88,0.773,2.353,2.897,4,31,0.815,2.914,3.441,6,-94,1.517,8.629,9.39,11,-100,0.903,2.872,3.394,4,-53,0.585,4.077,4.742,6,-61,0.804,2.099,2.68,3,-70,0.425,6.388,6.814,17,98,0.538,3.293,3.811,7,82,5c6d67f4a9317a00011fe203
2019-02-23 19:33:36,2019-02-23 19:35:42,IP Address,5.151.28.0,100,125,True,2019-02-23 19:35:44,R_10ZYPdLEbHSylPY,,,,,52.95379638671875,-1.1571044921875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c1056dcf6086300011c9c03,19,Male,7.253,22.233,30.791,2,No,1.431,1.431,2.117,1,41,1.004,1.947,2.538,2,73,2.134,2.134,2.854,1,36,1.082,2.374,3.071,2,-9,1.348,1.348,2.089,1,-48,2.41,2.41,4.075,1,-58,1.634,2.806,3.183,2,-56,2.229,2.229,3.023,1,-79,1.595,1.595,2.113,1,37,1.434,2.822,3.404,2,25,1.159,3.6,4.153,3,81,1.016,3.201,3.917,2,21,2.005,2.005,2.845,1,-37,1.126,1.126,1.902,1,-59,3.656,3.656,5.005,1,-83,5c1056dcf6086300011c9c03
2019-02-23 19:33:30,2019-02-23 19:36:13,IP Address,2.101.244.223,100,162,True,2019-02-23 19:36:14,R_VVZ5ZfZWs5Z0WWZ,,,,,55.940704345703125,-4.154693603515625,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c4f076e6192260001164b55,19,Male,26.948,26.948,28.279,1,Yes,2.849,2.849,5.105,1,38,1.907,4.038,4.453,3,18,2.161,2.161,3.522,1,-54,3.267,3.267,4.051,1,-68,3.074,3.074,4.13,1,-4,1.952,1.952,2.856,1,0,1.904,1.904,2.699,1,79,2.061,2.061,3.015,1,74,3.021,4.393,4.736,2,-100,1.596,1.596,2.723,1,77,1.872,3.004,3.371,3,21,3.443,3.443,4.182,1,48,1.822,2.578,4.166,2,21,8.039,8.039,9.349,1,25,4.323,4.323,5.567,1,39,5c4f076e6192260001164b55
2019-02-23 19:34:48,2019-02-23 19:37:18,IP Address,81.104.229.204,100,150,True,2019-02-23 19:37:19,R_2EB38pSwXBKED44,,,,,50.81829833984375,-1.0718994140625,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c62c668d4899e00015ca4c9,24,Female,17.809,17.809,20.774,1,No,1.942,3.388,4.004,2,26,1.823,1.823,3.269,1,-33,2.819,2.819,3.431,1,25,1.438,2.908,3.547,2,13,2.004,3.21,4.114,2,92,3.464,3.464,4.084,1,83,1.36,1.36,2.254,1,100,1.413,1.413,2.967,1,100,4.587,4.587,5.659,1,-3,1.845,1.845,2.937,1,-41,1.694,1.694,2.207,1,92,1.332,1.332,1.935,1,75,14.899,14.899,15.555,1,21,3.843,3.843,4.855,1,-16,1.071,1.071,1.966,1,-17,5c62c668d4899e00015ca4c9
2019-02-23 19:35:06,2019-02-23 19:37:51,IP Address,95.148.38.161,100,164,True,2019-02-23 19:37:52,R_1Lol4NMtqID99za,,,,,50.81280517578125,-1.9748992919921875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5bef5993e938aa0001df3405,19,Female,3.43,58.987,62.888,17,No,0.598,1.865,2.395,3,-100,0.903,3.405,3.944,5,-34,1.604,2.933,3.369,3,57,0.645,2.066,2.532,3,89,0.766,3.531,3.93,7,26,0.484,1.705,2.117,3,100,0.968,2.2,2.718,3,63,1.617,4.905,4.939,5,37,0.916,2.201,2.737,3,-92,0.797,2.48,3.026,3,-100,0.571,1.755,2.102,3,89,0.89,3.718,3.756,5,76,1.352,2.953,3.502,3,-27,0.648,1.913,2.465,3,100,0.905,1.822,3.223,2,100,5bef5993e938aa0001df3405
2019-02-23 19:34:15,2019-02-23 19:37:52,IP Address,82.24.15.150,100,216,True,2019-02-23 19:37:52,R_9Er3wNBuyCNNwiZ,,,,,50.7321014404296875,-1.92340087890625,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5b280481a7cee100011dcb7a,23,Female,59.836,59.836,64.182,1,No,3.027,3.027,4.58,1,-21,2.863,3.619,5.202,2,25,2.742,3.787,5.631,2,23,2.957,3.853,5.306,2,31,2.447,3.369,4.585,2,26,2.648,2.648,3.637,1,27,2.261,2.926,4.263,2,48,1.745,1.745,3.215,1,51,2.96,2.96,4.409,1,-59,3.422,3.422,4.597,1,-97,1.97,1.97,3.443,1,77,1.606,1.606,2.931,1,71,4.488,9.363,10.836,3,-20,1.994,1.994,3.939,1,51,3.995,3.995,5.18,1,58,5b280481a7cee100011dcb7a
2019-02-23 19:36:33,2019-02-23 19:40:20,IP Address,82.132.218.102,100,226,True,2019-02-23 19:40:20,R_DIiVjRlxS4rotDb,,,,,51.49639892578125,-0.122406005859375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c576c873c66330001f4e052,18,Female,10.941,35.298,37.707,7,No,0.691,4.253,5.196,9,18,0.944,3.653,4.568,6,0,0.784,3.984,4.817,7,79,8.634,10.883,11.449,4,73,0.715,22.974,23.341,6,100,0.599,2.193,2.759,4,100,0.238,0.939,1.497,2,81,0.256,1.877,2.267,4,57,0.674,2.051,2.609,3,8,0.451,1.721,2.237,3,-32,0.974,6.089,6.836,4,80,0.264,4.4,4.837,5,75,1.963,7.18,8.13,5,-24,0.273,1.239,3.071,2,-43,34.746,38.817,39.596,8,-57,5c576c873c66330001f4e052
2019-02-23 19:36:28,2019-02-23 19:40:29,IP Address,81.103.26.68,100,240,True,2019-02-23 19:40:30,R_2sSaljruBGYTSM1,,,,,55.940704345703125,-4.154693603515625,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c51f722c91d1100017764af,19,Male,14.484,14.484,25.992,1,No,20.552,20.552,21.8,1,-41,2.53,2.53,4.001,1,50,11.395,11.395,14.131,1,-12,2.471,2.471,3.432,1,20,8.987,8.987,10.726,1,-22,9.719,9.719,11.076,1,-50,4.002,5.795,8.801,2,82,3.942,3.942,4.922,1,71,4.651,4.651,5.826,1,-35,7.257,7.257,8.859,1,9,2.713,2.713,3.988,1,32,12.401,12.401,25.126,1,42,4.461,4.461,5.7,1,74,4.285,4.285,5.82,1,42,2.497,2.497,3.463,1,100,5c51f722c91d1100017764af
2019-02-23 19:34:45,2019-02-23 19:40:51,IP Address,2.102.117.117,100,365,True,2019-02-23 19:40:52,R_3IXzH6u4WnbLZQ4,,,,,51.487396240234375,-2.6266021728515625,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5bd32fc225db7b000178f255,23,Female,133.047,133.047,135.531,1,No,2.42,3.959,4.855,2,-78,4.987,4.987,7.395,1,-23,2.429,2.429,3.284,1,-23,3.69,3.69,5.099,1,46,3.146,3.146,4.2,1,-23,3.742,3.742,5.123,1,18,2.338,3.542,4.327,3,40,2.047,2.047,3.138,1,32,1.668,4.289,5.291,4,40,2.391,2.391,3.54,1,-34,3.067,3.067,5.942,1,-30,2.204,2.204,3.642,1,-25,3.544,4.625,5.17,2,-25,8.296,9.639,10.478,2,48,4.06,4.06,5.261,1,-12,5bd32fc225db7b000178f255
2019-02-23 19:40:53,2019-02-23 19:41:20,IP Address,188.221.197.134,100,27,True,2019-02-23 19:41:20,R_12xMOwlseNm74Zj,,,,,51.0720977783203125,-4.0211944580078125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598b5aad3085380001163e51
2019-02-23 19:38:11,2019-02-23 19:41:32,IP Address,31.54.161.150,100,200,True,2019-02-23 19:41:33,R_1cVdXlvYqH9Um73,,,,,51.36090087890625,-2.92919921875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c6dc39fd3d9e200014a935a,22,Female,9.025,38.733,39.469,9,No,3.913,8.578,9.093,4,73,2.791,5.64,8.14,6,88,0.723,2.279,42.998,3,100,0.661,2.396,2.81,3,100,0.486,1.824,2.24,3,100,0.472,2.045,2.532,3,100,1.165,2.415,4.588,2,100,0.619,2.181,2.661,3,100,0.919,2.152,2.471,3,100,0.833,6.258,8.851,7,-27,0.948,3.43,3.849,3,25,0.497,2.56,3.494,3,55,0.628,2.558,4.212,3,-40,0.799,3.243,5.193,5,32,6.222,14.429,15.195,6,30,5c6dc39fd3d9e200014a935a
2019-02-23 19:39:02,2019-02-23 19:42:06,IP Address,150.143.241.186,100,184,True,2019-02-23 19:42:07,R_UZ2avmj7OeB7F1D,,,,,51.096893310546875,0.7993011474609375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c384d3186c1450001a930e6,18,Female,0.359,13.631,21.239,11,Yes,0.084,1.204,1.603,3,-86,0.209,1.277,1.307,4,-23,0.149,1.252,1.54,3,48,0.206,2.976,3.205,6,26,2.778,3.979,4.249,5,0,6.484,9.145,9.478,6,21,7.551,13.751,14.036,4,40,0.188,1.669,1.97,3,74,1.089,5.023,5.058,8,-100,0.868,1.934,2.232,4,0,0.381,2.265,2.612,4,100,0.504,1.906,2.185,3,54,0.245,1.193,1.446,4,0,0.662,1.614,1.915,3,39,0.24,1.179,1.49,3,31,5c384d3186c1450001a930e6
2019-02-23 19:40:05,2019-02-23 19:42:46,IP Address,82.41.141.108,100,161,True,2019-02-23 19:42:47,R_3nxvGt0056jSs3C,,,,,52.3238067626953125,-1.8961029052734375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c39f4e8bef9a20001e41ba4,24,Male,13.827,19.463,33.284,2,No,2.598,4.824,5.797,4,57,7.068,7.068,9.739,1,20,1.697,2.482,3.982,2,-92,1.665,1.665,2.708,1,-97,1.849,1.849,3.643,1,-86,1.455,1.455,2.598,1,-94,3.463,4.578,5.592,2,-85,1.21,1.21,2.195,1,-89,1.483,2.727,3.645,3,28,2.603,2.827,3.865,2,-36,2.299,2.299,4.492,1,-93,1.636,1.636,2.656,1,-94,4.164,4.788,6.092,3,9,1.417,1.417,2.334,1,-49,2.845,4.285,5.196,2,-12,5c39f4e8bef9a20001e41ba4
2019-02-23 19:40:28,2019-02-23 19:43:14,IP Address,86.191.99.222,100,165,True,2019-02-23 19:43:15,R_TnoXDfrwe6Xv0op,,,,,51.528106689453125,-0.02569580078125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c4b85a1dccaa800016b4821,21,Female,5.654,29.226,48.918,2,No,2.217,2.217,3.666,1,-46,1.563,1.563,2.53,1,6,1.728,1.728,2.708,1,60,1.255,3.171,4.263,3,61,1.535,4.061,4.948,3,82,1.567,1.567,2.728,1,82,1.339,6.324,7.153,7,92,2.066,2.066,3.313,1,49,1.587,1.587,3.087,1,17,2.594,4.732,6.025,3,13,1.991,3.724,4.595,2,15,2.345,4.324,5.739,3,-43,1.555,1.555,2.911,1,11,1.938,1.938,2.991,1,96,1.489,1.489,2.888,1,40,5c4b85a1dccaa800016b4821
2019-02-23 19:40:11,2019-02-23 19:43:56,IP Address,92.3.20.164,100,225,True,2019-02-23 19:43:57,R_3qEWZEBZBVvsI8V,,,,,53.697998046875,-2.46490478515625,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c16c25691defa000115c123,21,Female,2.989,28.499,29.768,4,No,0.956,5.341,5.773,4,-57,0.893,3.41,4.511,3,-61,3.057,10.419,11.373,5,52,0.645,7.483,8.538,5,18,0.797,3.43,4.159,3,45,1.206,3.42,4.767,2,30,0.92,5.197,6.061,4,100,0.712,3.263,3.903,3,93,1.061,5.854,6.308,4,-26,1.22,3.503,4.48,2,-57,3.162,5.586,6.288,3,-69,0.975,2.994,6.07,2,-52,1.077,4.663,5.786,4,18,0.876,2.921,3.771,2,36,1.274,3.308,4.342,2,45,5c16c25691defa000115c123
2019-02-23 19:41:34,2019-02-23 19:44:03,IP Address,213.205.242.105,100,149,True,2019-02-23 19:44:03,R_1gG6qcowSxlW7pJ,,,,,52.4813995361328125,-1.8997955322265625,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c51af1d0b0ca30001582218,21,Female,1.473,17.241,20.941,13,Yes,10.067,10.799,11.945,2,100,0.383,2.552,3.086,6,77,2.369,5.37,7.652,2,38,0.336,0.87,1.342,2,100,1.123,1.754,2.266,2,100,0.557,2.558,2.902,4,100,0.293,2.043,2.475,4,100,0.701,3.05,3.486,4,100,0.587,3.17,3.623,5,100,8.659,10.691,11.826,4,67,0.298,1.365,1.867,3,100,0.272,1.72,2.12,3,18,0.463,1.659,2.617,3,100,0.246,1.313,1.758,3,100,0.614,2.247,2.823,3,100,5c51af1d0b0ca30001582218
2019-02-23 19:41:33,2019-02-23 19:44:13,IP Address,188.221.197.134,100,159,True,2019-02-23 19:44:13,R_3wuZSEgCsQTlCuZ,,,,,50.4781951904296875,-3.5175933837890625,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,598b5aad3085380001163e51,24,Female,35.9,35.9,38.14,1,No,2.409,2.409,4.252,1,-30,2.903,2.903,4.633,1,-40,3.693,5.736,7.283,3,83,3.253,3.253,4.877,1,46,3.226,4.285,5.956,2,68,3.752,3.752,5.461,1,46,2.57,2.57,4.1,1,65,2.613,2.613,4.256,1,28,3.332,3.332,5.169,1,-88,3.142,3.142,5.731,1,-98,2.352,2.352,3.747,1,85,2.989,5.599,7.653,3,33,3.608,5.478,7.294,2,-52,4.6,4.6,6.56,1,75,3.998,3.998,5.834,1,23,598b5aad3085380001163e51
2019-02-23 19:42:55,2019-02-23 19:46:00,IP Address,194.80.232.70,100,185,True,2019-02-23 19:46:01,R_C8PRL1shxQKCwVz,,,,,53.7881011962890625,-1.600799560546875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5bf033df5fc1db00013051a0,18,Female,3.897,59.799,60.425,60,No,2.351,3.375,3.9,2,19,2.546,2.546,4.3,1,-83,2.959,2.959,3.937,1,52,1.786,1.786,3.089,1,-54,2.452,2.698,3.809,2,47,2.363,2.363,3.78,1,-63,2.354,2.354,3.779,1,63,2.566,4.713,5.822,2,32,3.055,5.07,6.834,3,-76,2.846,4.156,4.67,2,-87,2.204,2.204,3.384,1,100,3.076,3.076,4.186,1,71,1.961,1.961,4.318,1,18,2.492,2.492,4.601,1,-97,4.812,6.089,6.746,2,-45,5bf033df5fc1db00013051a0
2019-02-23 19:43:36,2019-02-23 19:46:07,IP Address,86.10.226.10,100,151,True,2019-02-23 19:46:08,R_2EntHG8mvIwBdoa,,,,,52.194000244140625,-0.20660400390625,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c5ad1e0a090ad0001e1ba35,23,Female,28.359,28.359,31.991,1,No,1.884,1.884,2.83,1,-33,2.11,2.11,3.095,1,-35,2.4,2.4,4.001,1,-24,2.351,2.351,3.944,1,-46,1.962,1.962,2.939,1,50,1.815,1.815,2.782,1,22,2.421,2.421,4.215,1,-13,2.382,2.382,3.583,1,-35,2.127,2.127,3.197,1,24,2.531,2.531,4.191,1,-83,4.259,5.277,6.168,2,-1,1.795,1.795,2.64,1,-35,4.499,4.499,6.453,1,-39,2.793,2.793,3.522,1,73,2.14,2.14,2.951,1,75,5c5ad1e0a090ad0001e1ba35
2019-02-23 19:45:59,2019-02-23 19:46:22,IP Address,82.132.230.153,100,23,True,2019-02-23 19:46:23,R_22Qgpk64VEiUQOD,,,,,51.49639892578125,-0.122406005859375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c3debb1ef1d0d0001b283cc
